rank,name,author,link,star,fork,language,issues,description,last_commit
19,You-Dont-Know-JS,getify,https://github.com/getify/You-Dont-Know-JS,180582,33565,None,81,A book series on JavaScript. @YDKJS on twitter.,2024-09-05T04:11:45Z
20,CS-Notes,CyC2018,https://github.com/CyC2018/CS-Notes,178479,51179,None,148,:books: 技术面试必备基础知识、Leetcode、计算机操作系统、计算机网络、系统设计,2024-08-21T09:40:10Z
21,ohmyzsh,ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,175230,25981,Shell,124,"🙃   A delightful community-driven (with 2,400+ contributors) framework for managing your zsh configuration. Includes 300+ optional plugins (rails, git, macOS, hub, docker, homebrew, node, php, python, etc), 140+ themes to spice up your morning, and an auto-update tool that makes it easy to keep up with the latest updates from the community.",2025-01-10T13:17:49Z
22,computer-science,ossu,https://github.com/ossu/computer-science,174018,22023,None,15,🎓 Path to a free self-taught education in Computer Science!,2025-01-03T05:50:43Z
23,bootstrap,twbs,https://github.com/twbs/bootstrap,171182,78941,JavaScript,489,"The most popular HTML, CSS, and JavaScript framework for developing responsive, mobile first projects on the web.",2025-01-07T10:41:52Z
24,AutoGPT,Significant-Gravitas,https://github.com/Significant-Gravitas/AutoGPT,170344,44787,Python,163,"AutoGPT is the vision of accessible AI for everyone, to use and to build on. Our mission is to provide the tools, so that you can focus on what matters.",2025-01-11T00:33:27Z
25,flutter,flutter,https://github.com/flutter/flutter,167878,27853,Dart,13139,Flutter makes it easy and fast to build beautiful apps for mobile and beyond,2025-01-11T06:10:14Z
26,vscode,microsoft,https://github.com/microsoft/vscode,166030,30005,TypeScript,8186,Visual Studio Code,2025-01-11T07:31:52Z
27,gitignore,github,https://github.com/github/gitignore,163594,83113,None,0,A collection of useful .gitignore templates,2025-01-09T22:49:50Z
28,Python-100-Days,jackfrued,https://github.com/jackfrued/Python-100-Days,159655,52742,Python,539,Python - 100天从新手到大师,2025-01-07T09:24:56Z
29,the-book-of-secret-knowledge,trimstray,https://github.com/trimstray/the-book-of-secret-knowledge,154730,9846,None,0,"A collection of inspiring lists, manuals, cheatsheets, blogs, hacks, one-liners, cli/web tools and more.",2024-11-19T14:00:38Z
30,the-art-of-command-line,jlevy,https://github.com/jlevy/the-art-of-command-line,154315,14589,None,118,"Master the command line, in one page",2024-06-25T18:13:44Z
31,JavaGuide,Snailclimb,https://github.com/Snailclimb/JavaGuide,147685,45674,Java,65,「Java学习+面试指南」一份涵盖大部分 Java 程序员所需要掌握的核心知识。准备 Java 面试，首选 JavaGuide！,2025-01-04T05:56:00Z
32,javascript,airbnb,https://github.com/airbnb/javascript,145784,26559,JavaScript,96,JavaScript Style Guide,2024-12-09T06:56:18Z
33,stable-diffusion-webui,AUTOMATIC1111,https://github.com/AUTOMATIC1111/stable-diffusion-webui,145669,27317,Python,2290,Stable Diffusion web UI,2024-12-28T22:57:08Z
34,transformers,huggingface,https://github.com/huggingface/transformers,137434,27515,Python,986,"🤗 Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",2025-01-11T09:27:56Z
35,awesome-go,avelino,https://github.com/avelino/awesome-go,135937,12039,Go,2,"A curated list of awesome Go frameworks, libraries and software",2025-01-09T03:23:46Z
36,youtube-dl,ytdl-org,https://github.com/ytdl-org/youtube-dl,133555,10161,Python,3701,Command-line program to download videos from YouTube.com and other video sites,2025-01-06T01:42:37Z
37,next.js,vercel,https://github.com/vercel/next.js,128461,27352,JavaScript,3098,The React Framework,2025-01-11T09:52:14Z
38,fucking-algorithm,labuladong,https://github.com/labuladong/fucking-algorithm,126479,23285,Markdown,3,"刷算法全靠套路，认准 labuladong 就够了！English version supported! Crack LeetCode, not only how, but also why.",2024-09-22T09:35:00Z
39,go,golang,https://github.com/golang/go,125038,17776,Go,9078,The Go programming language,2025-01-10T22:12:55Z
40,30-seconds-of-code,Chalarangelo,https://github.com/Chalarangelo/30-seconds-of-code,122300,12053,JavaScript,0,Coding articles to level up your development skills,2025-01-10T18:30:59Z
41,tech-interview-handbook,yangshun,https://github.com/yangshun/tech-interview-handbook,120708,14897,TypeScript,36,💯 Curated coding interview preparation materials for busy software engineers,2024-10-08T11:04:00Z
42,react-native,facebook,https://github.com/facebook/react-native,120082,24419,C++,573,A framework for building native applications using React,2025-01-11T00:18:43Z
43,awesome-chatgpt-prompts,f,https://github.com/f/awesome-chatgpt-prompts,116782,15843,HTML,0,This repo includes ChatGPT prompt curation to use ChatGPT and other LLM tools better.,2025-01-07T08:42:33Z
44,scrcpy,Genymobile,https://github.com/Genymobile/scrcpy,115900,11005,C,2145,Display and control your Android device,2025-01-07T21:01:21Z
45,electron,electron,https://github.com/electron/electron,115102,15699,C++,893,":electron: Build cross-platform desktop apps with JavaScript, HTML, and CSS",2025-01-11T02:38:22Z
46,PowerToys,microsoft,https://github.com/microsoft/PowerToys,113709,6694,C#,5547,Windows system utilities to maximize productivity,2025-01-11T07:42:02Z
47,free-programming-books-zh_CN,justjavac,https://github.com/justjavac/free-programming-books-zh_CN,112376,28265,None,0,:books: 免费的计算机编程类中文书籍，欢迎投稿,2024-07-15T08:55:20Z
48,kubernetes,kubernetes,https://github.com/kubernetes/kubernetes,112294,39999,Go,1859,Production-Grade Container Scheduling and Management,2025-01-10T19:14:31Z
49,Microsoft-Activation-Scripts,massgravel,https://github.com/massgravel/Microsoft-Activation-Scripts,111523,10754,Batchfile,0,"Open-source Windows and Office activator featuring HWID, Ohook, KMS38, and Online KMS activation methods, along with advanced troubleshooting.",2025-01-08T19:14:06Z
50,d3,d3,https://github.com/d3/d3,109463,22850,Shell,8,"Bring data to life with SVG, Canvas and HTML. :bar_chart::chart_with_upwards_trend::tada:",2025-01-03T14:50:46Z
51,node,nodejs,https://github.com/nodejs/node,108849,30217,JavaScript,1591,Node.js JavaScript runtime ✨🐢🚀✨,2025-01-11T00:03:08Z
52,ollama,ollama,https://github.com/ollama/ollama,106928,8560,Go,1138,"Get up and running with Llama 3.3, Phi 4, Gemma 2, and other large language models.",2025-01-11T05:47:23Z
53,hello-algo,krahets,https://github.com/krahets/hello-algo,106840,13359,Java,15,"《Hello 算法》：动画图解、一键运行的数据结构与算法教程。支持 Python, Java, C++, C, C#, JS, Go, Swift, Rust, Ruby, Kotlin, TS, Dart 代码。简体版和繁体版同步更新，English version ongoing",2025-01-02T15:05:12Z
54,axios,axios,https://github.com/axios/axios,106132,10990,JavaScript,554,Promise based HTTP client for the browser and node.js,2025-01-10T02:57:40Z
55,three.js,mrdoob,https://github.com/mrdoob/three.js,103721,35493,JavaScript,418,JavaScript 3D Library.,2025-01-10T22:34:43Z
56,create-react-app,facebook,https://github.com/facebook/create-react-app,102972,26909,JavaScript,1807,Set up a modern web app by running one command.,2024-08-27T17:09:10Z
57,TypeScript,microsoft,https://github.com/microsoft/TypeScript,101737,12600,TypeScript,5464,TypeScript is a superset of JavaScript that compiles to clean JavaScript output.,2025-01-10T18:28:39Z
58,nodebestpractices,goldbergyoni,https://github.com/goldbergyoni/nodebestpractices,101426,10287,Dockerfile,39,:white_check_mark:  The Node.js best practices list (July 2024),2024-07-04T03:41:45Z
59,deno,denoland,https://github.com/denoland/deno,101096,5463,Rust,1988,A modern runtime for JavaScript and TypeScript.,2025-01-11T03:26:01Z
60,rust,rust-lang,https://github.com/rust-lang/rust,100388,12968,Rust,9901,Empowering everyone to build reliable and efficient software.,2025-01-11T09:16:00Z
61,langchain,langchain-ai,https://github.com/langchain-ai/langchain,98023,15916,Jupyter Notebook,382,🦜🔗 Build context-aware reasoning applications,2025-01-11T02:24:12Z
62,HelloGitHub,521xueweihan,https://github.com/521xueweihan/HelloGitHub,97293,9762,Python,179,":octocat: 分享 GitHub 上有趣、入门级的开源项目。Share interesting, entry-level open source projects on GitHub.",2025-01-11T05:03:19Z
63,angular,angular,https://github.com/angular/angular,96624,25708,TypeScript,1495,Deliver web apps with confidence 🚀,2025-01-10T19:03:41Z
64,terminal,microsoft,https://github.com/microsoft/terminal,96420,8398,C++,1568,"The new Windows Terminal and the original Windows console host, all in the same place!",2025-01-11T02:31:29Z
65,yt-dlp,yt-dlp,https://github.com/yt-dlp/yt-dlp,95917,7524,Python,1510,A feature-rich command-line audio/video downloader,2024-12-26T01:19:17Z
66,material-ui,mui,https://github.com/mui/material-ui,94441,32404,TypeScript,1692,Material UI: Comprehensive React component library that implements Google's Material Design. Free forever.,2025-01-10T07:32:42Z
67,ant-design,ant-design,https://github.com/ant-design/ant-design,93082,50672,TypeScript,1206,An enterprise-class UI design language and React UI library,2025-01-11T03:55:58Z
68,godot,godotengine,https://github.com/godotengine/godot,92780,21462,C++,11129,Godot Engine – Multi-platform 2D and 3D game engine,2025-01-10T22:07:58Z
69,clean-code-javascript,ryanmcdermott,https://github.com/ryanmcdermott/clean-code-javascript,92169,12348,JavaScript,71,Clean Code concepts adapted for JavaScript,2024-07-29T07:24:37Z
70,free-for-dev,ripienaar,https://github.com/ripienaar/free-for-dev,91696,9861,HTML,0,"A list of SaaS, PaaS and IaaS offerings that have free tiers of interest to devops and infradev",2024-12-31T08:13:41Z
71,java-design-patterns,iluwatar,https://github.com/iluwatar/java-design-patterns,90470,26738,Java,129,Design patterns implemented in Java,2025-01-06T22:31:47Z
72,papers-we-love,papers-we-love,https://github.com/papers-we-love/papers-we-love,89945,5811,Shell,0,Papers from the computer science community to read and discuss.,2024-11-08T18:55:54Z
73,puppeteer,puppeteer,https://github.com/puppeteer/puppeteer,89360,9120,TypeScript,253,JavaScript API for Chrome and Firefox,2025-01-11T07:41:59Z
74,excalidraw,excalidraw,https://github.com/excalidraw/excalidraw,89265,8520,TypeScript,1626,Virtual whiteboard for sketching hand-drawn like diagrams,2025-01-10T23:02:17Z
75,frp,fatedier,https://github.com/fatedier/frp,89226,13605,Go,55,A fast reverse proxy to help you expose a local server behind a NAT or firewall to the internet.,2025-01-06T06:22:57Z
76,thefuck,nvbn,https://github.com/nvbn/thefuck,88963,3567,Python,272,Magnificent app which corrects your previous console command.,2024-07-19T14:56:13Z
77,iptv,iptv-org,https://github.com/iptv-org/iptv,88742,2960,JavaScript,60,Collection of publicly available IPTV channels from all over the world,2025-01-11T08:24:32Z
78,vue-element-admin,PanJiaChen,https://github.com/PanJiaChen/vue-element-admin,88487,30510,Vue,1242,:tada: A magical vue admin                                                                https://panjiachen.github.io/vue-element-admin,2024-10-24T11:25:46Z
79,tauri,tauri-apps,https://github.com/tauri-apps/tauri,88246,2686,Rust,884,"Build smaller, faster, and more secure desktop and mobile applications with a web frontend.",2025-01-10T20:40:50Z
80,Awesome-Hacking,Hack-with-Github,https://github.com/Hack-with-Github/Awesome-Hacking,87534,9066,None,0,"A collection of various awesome lists for hackers, pentesters and security researchers",2024-08-22T10:49:33Z
81,every-programmer-should-know,mtdvio,https://github.com/mtdvio/every-programmer-should-know,85793,7909,None,29,A collection of (mostly) technical things every software developer should know about,2024-08-06T12:01:28Z
82,pytorch,pytorch,https://github.com/pytorch/pytorch,85724,23083,Python,14375,Tensors and Dynamic neural networks in Python with strong GPU acceleration,2025-01-11T09:23:28Z
83,neovim,neovim,https://github.com/neovim/neovim,85115,5803,Vim Script,1519,Vim-fork focused on extensibility and usability,2025-01-11T09:34:13Z
84,storybook,storybookjs,https://github.com/storybookjs/storybook,85112,9378,TypeScript,1986,"Storybook is the industry standard workshop for building, documenting, and testing UI components in isolation",2025-01-10T18:02:03Z
85,tailwindcss,tailwindlabs,https://github.com/tailwindlabs/tailwindcss,84440,4271,TypeScript,69,A utility-first CSS framework for rapid UI development.,2025-01-10T14:07:24Z
86,Web-Dev-For-Beginners,microsoft,https://github.com/microsoft/Web-Dev-For-Beginners,83924,12454,JavaScript,53,"24 Lessons, 12 Weeks, Get Started as a Web Developer",2024-11-11T20:05:38Z
87,django,django,https://github.com/django/django,81805,32038,Python,0,The Web framework for perfectionists with deadlines.,2025-01-10T13:38:09Z
88,app-ideas,florinpop17,https://github.com/florinpop17/app-ideas,81667,9629,None,125,A Collection of application ideas which can be used to improve your coding skills.,2024-08-16T09:41:10Z
89,nvm,nvm-sh,https://github.com/nvm-sh/nvm,81570,8110,Shell,299,Node Version Manager - POSIX-compliant bash script to manage multiple active node.js versions,2024-12-18T07:05:28Z
90,bitcoin,bitcoin,https://github.com/bitcoin/bitcoin,81305,36521,C++,374,Bitcoin Core integration/staging tree,2025-01-10T15:30:04Z
91,animate.css,animate-css,https://github.com/animate-css/animate.css,81143,16220,CSS,30,🍿 A cross-browser library of CSS animations. As easy to use as an easy thing.,2024-07-29T19:34:21Z
92,realworld,gothinkster,https://github.com/gothinkster/realworld,80956,7377,TypeScript,43,"""The mother of all demo apps"" — Exemplary fullstack Medium.com clone powered by React, Angular, Node, Django, and many more",2024-12-02T17:20:18Z
93,svelte,sveltejs,https://github.com/sveltejs/svelte,80828,4320,JavaScript,735,web development for the rest of us,2025-01-10T20:59:48Z
94,opencv,opencv,https://github.com/opencv/opencv,80009,55925,C++,2548,Open Source Computer Vision Library,2025-01-11T07:35:03Z
95,gin,gin-gonic,https://github.com/gin-gonic/gin,79811,8072,Go,635,"Gin is a HTTP web framework written in Go (Golang). It features a Martini-like API with much better performance -- up to 40 times faster. If you need smashing performance, get yourself some Gin.",2024-12-30T03:40:37Z
96,fastapi,fastapi,https://github.com/fastapi/fastapi,79416,6800,Python,51,"FastAPI framework, high performance, easy to learn, fast to code, ready for production",2025-01-10T20:31:40Z
97,laravel,laravel,https://github.com/laravel/laravel,79281,24130,PHP,0,"Laravel is a web application framework with expressive, elegant syntax. We’ve already laid the foundation for your next big idea — freeing you to create without sweating the small things.",2025-01-10T20:53:27Z
98,rustdesk,rustdesk,https://github.com/rustdesk/rustdesk,79088,11093,Rust,48,"An open-source remote desktop application designed for self-hosting, as an alternative to TeamViewer.",2025-01-10T13:14:59Z
99,mall,macrozheng,https://github.com/macrozheng/mall,78787,28969,Java,16,mall项目是一套电商系统，包括前台商城系统及后台管理系统，基于SpringBoot+MyBatis实现，采用Docker容器化部署。 前台商城系统包含首页门户、商品推荐、商品搜索、商品展示、购物车、订单流程、会员中心、客户服务、帮助中心等模块。 后台管理系统包含商品管理、订单管理、会员管理、促销管理、运营管理、内容管理、统计报表、财务管理、权限管理、设置等模块。,2025-01-02T02:47:38Z
100,awesome-mac,jaywcjlove,https://github.com/jaywcjlove/awesome-mac,78711,6329,JavaScript,112," Now we have become very big, Different from the original idea. Collect premium software in various categories.",2025-01-06T15:09:23Z
